SMILES,logP,MW
Cc1ccccc1CCl,2.73,140.61
Cc1ccccc1Cl,2.65,126.59
Cc1ccco1,1.59,82.1
Cc1ccnc(N)c1,0.97,108.14
CCCCCCCCCCCCCN1CC(C)OC(C)C1,5.41,297.53
CC1CN1,-0.02,57.1
Cc1cnc(C)c(C)n1,1.4,122.17
CCc1nc(C)c[nH]1,1.28,110.16
Cc1ccc(N)nc1,0.97,108.14
Cc1c[nH]cn1,0.72,82.11
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,1.22,238.29
Cc1nc2ccccc2s1,2.6,149.22
CCCC1CCOC(C)S1,2.65,160.28
CC1OCCC1=O,0.36,100.12
Cc1occc1S,1.88,114.17
CSSc1ccoc1C,2.96,160.26
CC12CCC(CC1=O)C2(C)C,2.4,152.24
C=C1CCC2CC1C2(C)C,3.0,136.24
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,1.18,294.34
CC1(C)CCC[C@]2(C)[C@H]3CCO[C@]3(C)CC[C@@H]12,4.41,236.4
CCC#N,0.92,55.08
CCCC=C(C=O)CC,2.32,126.2
CCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,3.15,210.32
CCC(=O)OC/C=C/c1ccccc1,2.65,190.24
CCOC(=O)CC,0.96,102.13
CCC(=O)OCc1ccccc1,2.14,164.2
CCCCOC(=O)CC,1.74,130.19
CCC(Br)(CC)C(=O)NC(N)=O,1.13,237.1
CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1,1.55,248.28
CCC(C)C1CCCCC1=O,2.79,154.25
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,1.58,261.12
CCCC(CC)c1ccccc1,3.98,162.28
CCCCC(CC)COCC1CO1,2.62,186.29
CCC(CO)(CO)CO,-0.64,134.17
CCC(N)(CO)CO,-0.92,119.16
CCC(O)OC(O)CC,0.46,134.17
CCCCOC(O)CC,1.53,132.2
CCC/C=C/C=O,1.54,98.14
CCCC=NO,1.25,87.12
CCc1ccc(C=O)cc1,2.06,134.18
CCc1ccc(CC)cc1,2.81,134.22
CCc1ccccc1CC,2.81,134.22
CCc1ccccc1O,1.95,122.17
CCC1CO1,0.8,72.11
CCCC(=O)OCc1ccccc1,2.53,178.23
CCCC(=O)OCCc1ccccc1,2.57,192.26
CCCC(=O)Cl,1.55,106.55
CCCC/C=C\CCCCCCCCCC=O,5.44,238.41
CCCCN=C=O,1.12,99.13
C=CCCC,1.97,70.13
CCCC=O,0.99,72.11
CCCCC#N,1.7,83.13
CCCCC(CC)(CO)CO,1.56,160.26
CCCCC(CC)COCCC#N,3.13,183.29
CCCCC(CC)CO[PH](=O)OCC(CC)CCCC,5.84,306.43
CCCCC/C=C\CCC=O,3.1,154.25
CCCCC=O,1.38,86.13
CCCCC1CCC(=O)O1,1.88,142.2
CCCCc1ccccc1,3.03,134.22
CCCCCC(=O)OCCc1ccccc1,3.35,220.31
CCCCCC(CO)CCC,2.98,158.28
CCCCCCC#N,2.48,111.19
CCCCCCCCC(CO)CCCCCC,5.32,242.45
CCCCCCC(CO)CCCC,3.76,186.34
CCCCCCCCC1CO1,3.14,156.27
CCCCCCCCCBr,4.13,207.16
CCCCCCCCCCC=CC#N,4.6,193.33
CCCCCCCCCCC1CO1,3.92,184.32
CCCCCCCCCCCc1ccccc1,5.76,232.41
CCCCCCCCCCCCC,5.32,184.37
C=CCCCCCCCCCCCC,5.48,196.38
CCCCCCCCCCCCC1CO1,4.7,212.38
CCCCCCCCCCCCCC,5.71,198.39
CCCCCCCCCCCCCC=O,4.89,212.38
CCCCCCCCCCCCCCC,6.1,212.42
CCCCCCCCCCCCCCCCCC#N,6.77,265.48
CCCCCCCCCCCCCCCCCCCl,7.49,288.95
CCCCCCCCCCCCCCCCCl,6.71,260.89
CCCCCCCCCCCCCCCCI,6.9,352.34
CCCCCCCCCCCCI,5.34,296.24
CCCCCCCCCCl,3.98,162.7
CCCCCCCCCCN,3.09,157.3
CCCCCCCCCO,2.73,144.26
C=CC(=O)OCCCCCCCC,3.08,184.28
CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,7.91,426.68
CCCCCCCCOC(C)=O,2.91,172.27
CCCCCCCCOCCC#N,3.28,183.3
CCCCCCCOC(=O)CCC,3.3,186.29
CCCCCCCOC(C)=O,2.52,158.24
CCCCCCNCCCCCC,3.74,185.35
CCCCCNCCCCC,2.96,157.3
CCCCN(CCCC)CCCCCCN(CCCC)CCCC,6.35,340.64
CCCCN(CCCC)N=O,2.57,158.24
CCCCO[Al](OCCCC)OCCCC,3.42,246.33
CCCCOCCCC,2.6,130.23
CCCCON=O,1.48,103.12
CCCCO[PH](=O)OCCCC,3.01,194.21
CCCCSCCCC,3.32,146.3
CCCO,0.39,60.1
CCCO[Si](OCCC)(OCCC)OCCC,3.13,264.44
CCCOC(OCCC)OCCC,2.55,190.28
CCCOCCC,1.82,102.18
CCCSP(=O)(OCC)SCCC,4.42,242.35
CCCSSCCC,3.19,150.31
CCN(CC#N)c1cccc(C)c1,2.34,174.25
CCCCCCCCCCCC(=O)N(CC)CC,4.78,255.45
CCN(CC)C(=O)N(CC)CC,1.79,172.27
CCSC(=O)N(CC)CC,2.2,161.27
CCN(CC)C(C)=O,0.87,115.18
CCN(C=O)CC,0.48,101.15
CCN(CC)C1CCCCC1,2.66,155.28
CCN(CC)CC,1.35,101.19
CCN1CCOCC1,0.34,115.18
CCCCc1c(C)nc(NCC)nc1O,2.27,209.29
CCCCNCC,1.4,101.19
CCO[Si](C)(OCC)OCC,1.66,178.3
CCOC(=O)NCCC[Si](OCC)(OCC)OCC,2.17,293.44
CCO[Si](CCCNC(N)=O)(OCC)OCC,1.09,264.4
CCO[Si](CCCS)(OCC)OCC,2.35,238.42
CCOC(=O)C(=O)OCC,0.11,146.14
CCOC(OCC)OCC,1.38,148.2
CCOc1ccc(NC(=O)CC(C)=O)cc1,2.0,221.26
CCOc1ccc(N)c([N+](=O)[O-])c1,1.58,182.18
CCOc1ccc2c(c1)C(C)CC(C)(C)N2,3.78,219.33
CCOc1ccccc1N,1.67,137.18
CCOc1ccccc1O,1.79,138.17
CCOCCC(=O)OCC,0.98,146.19
CCOCCOCC,1.06,118.18
CCOCCOCCOC(C)=O,0.6,176.21
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,2.63,329.38
CCOP(=S)(S)OCC,2.21,186.24
CCOP(O)OCC,1.28,138.1
CCN[C@@H](C)Cc1ccccc1,2.23,163.26
CC(Cc1ccc2c(c1)OCO2)NO,1.33,195.22
COc1ccc(OC)c(CC(C)N)c1,1.59,195.26
N=C(N)c1ccccc1,0.97,120.15
NNC(N)=O,-1.47,75.07
N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,-3.25,179.17
C[C@H](N)C(=O)c1ccccc1,1.22,149.19
CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,-1.24,203.24
CCOC(=N)CC(=O)OCC,0.95,159.18
NC(=O)CC[C@H](Nc1ccc([N+](=O)[O-])cc1)C(=O)O,0.73,267.24
C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O,-4.33,379.37
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,4.76,260.76
O=C(Cl)c1ccccc1,2.07,140.57
CCCCCCCC(=O)Cl,3.11,162.66
COC(=O)Cl,0.99,94.5
CCOC(=O)Cl,1.38,108.52
O=C(Cl)OCc1ccccc1,2.56,170.6
O=[N+]([O-])C(Cl)(Cl)Cl,1.59,164.38
O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,3.3,264.75
O=C(Cl)C(Cl)(Cl)Cl,2.12,181.83
FC(F)(F)C(Cl)(Cl)Cl,2.92,187.38
NC(=O)C(Cl)(Cl)Cl,0.84,162.4
CCOc1nc(C(Cl)(Cl)Cl)ns1,2.76,247.53
ClC(Cl)C(Cl)(Cl)Cl,3.16,202.3
NC(=O)C(Cl)Cl,0.28,127.96
FC(F)(Cl)C(F)(Cl)Cl,2.92,187.38
ClC=CCCl,1.98,110.97
ClC=CCl,1.94,96.94
O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,3.27,239.48
CC(=O)OCC(=O)Nc1cc(C#N)cc(NC(=O)COC(C)=O)c1Cl,1.21,367.75
COC(=O)c1cc(Cl)cc(Cl)c1,2.78,205.04
COC(=O)c1cccc(Cl)c1,2.13,170.59
OCCN(CCO)c1cccc(Cl)c1,1.13,215.68
Cc1ccc(Cl)cc1Cl,3.3,161.03
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,4.95,250.34
Clc1cc(Cl)cc(Cl)c1,3.65,181.45
N#CCc1ccc(Cl)cc1Cl,3.06,186.04
COC(=O)COc1ccc(Cl)cc1Cl,2.55,235.07
CC(C)COC(=O)COc1ccc(Cl)cc1Cl,3.57,277.15
CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,5.13,333.26
CCCCOC(=O)COc1ccc(Cl)cc1Cl,3.72,277.15
CCCCCC(CC)OC(=O)CCCOc1ccc(Cl)cc1Cl,6.05,361.31
CCCCC(CC)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,5.79,367.7
CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,3.41,255.74
FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1,3.0,309.67
CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,3.57,317.82
CCCCCc1ccc(Cl)cc1,4.07,182.69
NC(=O)Nc1ccc(Cl)cc1,1.83,170.6
Cc1nc2ccc(Cl)cc2[nH]1,2.52,166.61
Clc1ccccc1,2.34,112.56
Clc1ccccn1,1.73,113.55
CN/C(=N\[N+](=O)[O-])NCc1cnc(Cl)s1,0.65,249.68
Clc1sc(Cl)c(Cl)c1Cl,4.36,221.92
Clc1cccc2ccccc12,3.49,162.62
ClCC(Cl)(Cl)Cl,2.6,167.85
ClCC(Cl)CCl,2.07,147.43
OCC(Cl)CCl,0.82,128.99
O=CCCl,0.42,78.5
C=Cc1cccc(CCl)c1,3.07,152.62
ClCc1ccccc1,2.43,126.59
ClCCCCCCCl,3.02,155.07
ClCCCCl,1.85,112.99
ClCCl,1.42,84.93
ClCCOCCCl,1.48,143.01
ClCOCCl,1.4,114.96
COP(=S)(Cl)OC,1.74,160.56
ClP(Cl)c1ccccc1,3.1,178.99
CN(C)N=Nc1ccccc1,2.25,149.2
CN(C)C(C)(C)CO,0.32,117.19
CN(C)C(=O)Cl,0.91,107.54
CN(C)c1ccncc1,1.15,122.17
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,0.51,252.32
CCCCCCCCCCCCN(C)C,4.47,213.41
CCCCCCCCCCCCCCN(C)C,5.25,241.46
CCCCCCCCCCCCCCCCN(C)C,6.03,269.52
CN(C)CCCCCCN(C)C,1.67,172.32
CC(O)CN(CCCN(C)C)CCCN(C)C,0.57,245.41
CN(C)CCCNCCC#N,0.44,155.24
CN(C)CCCNCCCN(C)C,0.48,187.33
CN(C)CCN(C)CCO,-0.53,146.23
C=C(C)C(=O)OCCN(C)C,0.67,157.21
CN(C)CCOCCN(C)CCO,-0.51,190.29
CN(C)CCOCCO,-0.44,133.19
CN(C)N,-0.58,60.1
CN(C1CCCCC1)C1CCCCC1,3.58,195.35
CCCCCCCCN(C)CCCCCCCC,5.64,255.49
CCOC(=O)N(C)N=O,0.76,132.12
CN1C(=O)N(C)C(O)C1O,-1.38,146.15
CN1CCCC1,0.71,85.15
CNc1ccccc1,1.73,107.16
CNCCO,-0.8,75.11
CO[Si](C)(OC)c1ccccc1,1.26,182.3
CCC[Si](OC)(OC)OC,1.27,164.28
CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,1.11,341.55
CO[Si](OC)(OC)c1ccccc1,0.77,198.29
COC(=O)[C@H]1CC[C@H](C(=O)OC)CC1,1.14,200.23
COC(=O)c1ccc(C(=O)OC)c(C(=O)OC)c1,1.05,252.22
COC(=O)c1ccc(C(=O)O)cc1,1.17,180.16
COC(=O)c1ccccc1C,1.78,150.18
COC(=O)c1ccccc1C(=O)O,1.17,180.16
COC(=O)CCSCCC(=O)OC,0.85,206.26
COC(C(=O)O)c1ccccc1,1.46,166.18
COC(CC(C)CCCC(C)(C)O)OC,2.57,218.34
COC(OC)C(C)c1ccccc1,2.41,180.25
COC(OC)OC,0.21,106.12
COc1cccc(Br)c1,2.46,187.04
COc1cc(C)ccc1C(C)C,3.13,164.25
COc1cccc(C=O)c1,1.51,136.15
COc1cc(-c2ccc(N=C=O)c(OC)c2)ccc1N=C=O,3.31,296.28
CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,2.44,337.42
COc1cc(Cl)ccc1Cl,3.0,177.03
COc1ccc(C)cc1[N+](=O)[O-],1.91,167.16
COc1ccc(OC)c(Cl)c1,2.36,172.61
CCC(=O)OCc1ccc(OC)cc1,2.15,194.23
COc1ccc(NC(C)=O)cc1,1.65,165.19
COc1ccc2c3c1O[C@H]1[C@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,1.73,301.39
COc1cccc(OC)c1,1.7,138.17
COc1ccccc1[N+](=O)[O-],1.6,153.14
COc1ccccc1OC,1.7,138.17
COc1nc(N)nc2nc[nH]c12,-0.06,165.16
CCC(C)c1nccnc1OC,2.0,166.22
COCc1ccc(COC)cc1,1.98,166.22
COCCOC,0.28,90.12
COCCOCCOCCOCCOCCO,-0.31,252.31
COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1,-0.09,390.44
CNC(=O)CSP(=O)(OC)OC,0.87,213.19
CC(C)OP(C)(=O)OC(C)C,2.66,180.18
COS(C)(=O)=O,-0.41,110.13
CCOS(C)(=O)=O,-0.02,124.16
CS(=O)(=O)Cl,0.18,114.55
CSc1ccc(C=O)cc1,2.22,152.22
CSc1cnccn1,1.2,126.18
CCCCCCCCCCCCSC,5.27,216.43
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,5.55,474.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,4.28,373.98
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.11,364.1
CCOC(=O)C(F)(F)F,1.11,142.08
FC(F)(F)c1cccc(Cl)c1,3.36,180.56
CCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1.96,401.43
COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,2.61,483.38
FC(F)(F)c1ccccc1,2.71,146.11
FC(F)(F)c1ccccc1Cl,3.36,180.56
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,2.9,417.39
O=Cc1ccc(F)c(Br)c1,2.4,203.01
CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)cc1)[C@@H](O)C(C)(C)O2,3.03,357.38
O=[N+]([O-])c1ccc(F)c(Cl)c1,2.39,175.55
Oc1ccccc1F,1.53,112.1
Fc1ccccc1-c1ccccc1,3.49,172.2
COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,1.35,359.29
NCCN,-1.1,60.1
O=[N+]([O-])c1cccc(I)c1,2.2,249.01
C=C(C#N)CCC#N,1.37,106.13
N#CC1(O)CCCCC1,1.21,125.17
N#Cc1c(Cl)cccc1Cl,2.87,172.01
N#Cc1c(F)cccc1F,1.84,139.1
CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,5.35,263.38
N#Cc1ccc(Cl)cc1,2.21,137.57
N#Cc1cccc(C#N)c1,1.43,128.13
N#Cc1ccncc1,0.95,104.11
N#CC1(N=NC2(C#N)CCCCC2)CCCCC1,3.89,244.34
COC(=O)CC#N,0.07,99.09
CCOC(=O)CC#N,0.46,113.12
N#CCCC#N,0.81,80.09
N#CCCCCC#N,1.59,108.14
N#CCCNCCC#N,0.4,123.16
COCCC#N,0.55,85.11
CC[C@H](N)c1ccccc1,2.1,135.21
N=C(N)N[N+](=O)[O-],-1.34,104.07
N=C(N)S(=O)O,-0.9,108.12
c1cncc([C@@H]2CCCCN2)c1,1.9,162.24
NC(=O)c1ccccc1,0.79,121.14
NC(=O)c1ccncc1,0.18,122.13
NC(=O)NC(N)=O,-1.27,103.08
COC(N)=O,-0.29,75.07
NC(=S)NNC(N)=S,-1.43,150.23
COc1ccc(C)cc1N,1.59,137.18
Nc1cc(N)cc(C(=O)O)c1,0.55,152.15
Nc1cc(S(=O)(=O)O)ccc1S(=O)(=O)O,-0.24,253.26
CC1(C)Cc2cccc(N)c2O1,1.98,163.22
C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1N,4.12,273.38
Nc1nc(N)nc(Cl)n1,-0.31,145.55
Cn1cnc2ncnc(N)c21,-0.05,149.16
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,-1.19,479.5
NCC1CCCC(CN)C1,0.71,142.25
NCc1ccccc1,1.15,107.16
NCCCCCCNCCCCCCN,1.61,215.38
NCCCN1CCOCC1,-0.33,144.22
NCCN1CCOCC1,-0.72,130.19
NCCNCCO,-1.47,104.15
NCCOCCO,-1.05,105.14
Nn1cnnc1,-1.01,84.08
COP(N)(=O)SC,1.06,141.13
C1CN(CCOCCN2CCOCC2)CCO1,-0.33,244.33
O=C1NC(=O)C(=O)C(=O)N1,-2.08,142.07
OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,-5.4,342.3
O=S(=O)(O)c1ccc(O)c2ncccc12,1.19,225.22
NC(CCC(=O)O)C(=O)O,-0.74,147.13
CCCCCCCCCCCCCC/C(O)=N\C(CO)CCCCCCCCCCCCCC,10.49,481.85
CC(=O)O[Al](O)O,-1.48,120.04
CCCCOC(=O)[C@H](C)O,0.71,146.19
CC(C)(C)NC[C@H](O)c1ccc(O)cc1Cl,2.47,243.73
CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-2.57,194.18
O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,-0.65,354.31
O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-3.49,196.16
O[C@@H]([C@H](O)[C@H](O)CBr)[C@H](O)CBr,-0.78,307.97
O=C[C@@H](O)[C@H](O)[C@H](O)CO,-2.74,150.13
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,-3.22,180.16
CCC(CO)(CO)[N+](=O)[O-],-0.6,149.15
Cc1cccc(C(=O)O)c1[N+](=O)[O-],1.6,181.15
O=Cc1cccc([N+](=O)[O-])c1,1.41,151.12
O=[N+]([O-])c1cccc(C(F)(F)F)c1,2.61,191.11
O=[N+]([O-])c1cccc(CCl)c1,2.33,171.58
O=C(O)c1cc(Cl)cc([N+](=O)[O-])c1Cl,2.6,236.01
NC(=O)c1ccc([N+](=O)[O-])cc1,0.69,166.14
O=[N+]([O-])c1ccc(Cl)cc1,2.25,157.56
Nc1cccc([N+](=O)[O-])c1,1.18,138.13
N#CCc1ccccc1[N+](=O)[O-],1.66,162.15
O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-],-1.09,284.18
CCCCCC/C=C/C(=O)OC,2.69,170.25
CCCCCC#CC(=O)OC,1.74,154.21
CCOC(=O)C(C)C(C)=O,0.77,144.17
CCOC(=O)CC(C(C)=O)C(C)=O,0.73,186.21
CC(=O)C=Cc1ccco1,1.88,136.15
CC(=O)C1C(=O)C=C(C)OC1=O,0.22,168.15
CC(=O)c1sc(C)nc1C,1.96,155.22
CC(=O)Nc1cccc(C)c1,1.95,149.19
CC(=O)Nc1ccc(C)cc1C,2.26,163.22
COP(=O)(NC(C)=O)SC,1.24,183.17
CCC(C)(CCCC(C)C)OC(C)=O,3.54,200.32
CCC(OCCCOC)OC(C)=O,1.34,190.24
CC(=O)CCc1ccc(OC(C)=O)cc1,2.13,206.24
CC(=O)OC1CCCCC1C(C)(C)C,3.15,198.31
CC/C=C\CCOC(C)=O,1.91,142.2
CCCCCCC(O)CCOC(C)=O,2.27,202.29
CC(=O)SCc1ccco1,2.06,156.21
C=CC(=O)OCCCCCC,2.3,156.22
CCOC(=O)C=Cc1ccccc1,2.26,176.22
O=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.22,251.11
O=C(c1ccccc1)C1CCC1,2.67,160.22
CCCCC(CC)COC(=O)CC#N,2.66,197.28
C=C(C)C(=O)OCCOC(=O)CC(C)=O,0.63,214.22
CCC(=O)c1ccc(Cl)cc1,2.93,168.62
CCC(=O)c1ccccc1,2.28,134.18
C=CC(C)(CCC=C(C)C)OC(=O)CC,3.63,210.32
CC/C=C\CCOC(=O)CC,2.3,156.22
CCCCCCOC(=O)CC,2.52,158.24
CN(C)C(=O)CNC(=O)Cc1ccccc1,0.43,220.27
CCCCOC(=O)CCC(=O)OCCCC,2.45,230.3
CCCCOC(=O)CCC(C)=O,1.7,172.22
CCOC(=O)CCc1ccccc1,2.18,178.23
COC(=O)CCCC(=O)OC,0.5,160.17
CCCOC(=O)CCCCC(=O)OCCC,2.45,230.3
CCCCOC(=O)CCCCC(=O)OCCCC,3.23,258.36
CCCCCC(=O)OCC,2.13,144.21
CC/C=C\CCOC(=O)CCCCC,3.47,198.31
CCCCCCOC(=O)CCCCC,3.69,200.32
CCCCCCCC(=O)OC,2.52,158.24
CCCCCCCC/C=C\CCCCCCCC(=O)OCC,6.59,310.52
CCCCOC(=O)CCCCCCCC(=O)OCCCC,4.4,300.44
CCCCCCCCC(=O)OCC,3.3,186.3
C=CCOC(=O)CCCCCCCC,3.47,198.31
C=CCCCCCCCCC(=O)OCC,3.86,212.33
C=CCCCCCCCCC(=O)OCCCC,4.64,240.39
CCCCCCCCCCCC(=O)OC,4.08,214.35
CCCCCCCCCCCC(=O)OCC,4.47,228.38
CCCCCCCCCCCCCC(=O)OC,4.86,242.4
CCCCCCCCCCCCCC(=O)OCC,5.25,256.43
CCCCCCCCCCCCCCCC(=O)OC,5.64,270.46
CCCCCCCCCCCCCCCC(=O)OCC,6.03,284.48
CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC,9.01,396.7
O=C(Cl)c1c(Cl)cccc1Cl,3.37,209.46
O=C(Cl)c1ccccc1F,2.2,158.56
CCCCC(CC)COC(=O)Cl,3.58,192.69
NC(=O)c1ccccc1N,0.37,136.15
NC(=O)CCCCC(N)=O,-0.48,144.17
Cc1ccc(NC(N)=O)cc1,1.49,150.18
CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,1.71,406.5
O=C(N[C@H]1CN2CCC1CC2)c1ccc2c(c1)OCCO2,1.28,288.35
CC(C)NC(=O)c1ccccc1N,1.41,178.24
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.8,232.2
Cc1ccc(NC(=O)N(C)C)cc1NC(=O)N(C)C,2.18,264.33
CCC(=O)Nc1cccc(N)c1,1.62,164.21
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,1.39,364.38
COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,0.93,410.41
O=C(NN1CCCC1)NS(=O)(=O)c1ccc(Cl)cc1,1.34,303.77
COC(=O)/C=C\C(=O)O,-0.2,130.1
C[C@@H](Oc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1)C(=O)O,3.52,454.41
O=C(O)C[C@H](NC(=O)OCc1ccccc1)C(=O)O,0.84,267.24
O=C(O)[C@H](O)[C@@H](O)C(=O)O,-2.12,150.09
O=C(O[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C(=O)O)c1ccccc1,1.61,358.3
CC1=C2[C@@H]([C@H](C)CC[C@H]2/C=C(\C)C(=O)O)[C@H](O)C1,2.76,250.34
CC(C)(O)C(=O)O,-0.16,104.1
O=C(O)C(O)C(O)C(=O)O,-2.12,150.09
CC(C)=CCCC(C)=CC(=O)O,2.76,168.24
O=C(O)C=Cc1ccc(C=CC(=O)O)cc1,1.88,218.21
O=C(O)c1ccco1,0.98,112.08
O=C(O)c1c2ccccc2cc2ccccc12,3.69,222.24
O=C(O)CC(=O)O,-0.45,104.06
COC(=O)CCC(=O)O,0.02,132.12
O=C(O)CCc1ccccc1,1.7,150.18
O=C(O)CCCCCCCCCCC(=O)O,3.06,230.3
O=C(O)CCS,0.39,106.15
O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,-1.01,367.38
O=C(O)CNCC(=O)O,-1.25,133.1
Cc1ccccc1OCC(=O)O,1.46,166.18
Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,1.57,255.03
O=C(O)COCC(=O)O,-0.83,134.09
C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,3.88,224.34
COC(=O)Cc1ccccc1,1.4,150.18
COC(=O)Cc1cccc2ccccc12,2.56,200.24
COC(=O)CCS,0.48,120.17
COC(=O)CSc1cc(/N=c2\sc(=O)n3n2CCCC3)c(F)cc1Cl,2.8,403.89
CNC(=O)Oc1ccccc1C(C)C,2.53,193.25
C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,2.25,240.3
CCOC(=O)c1ccc(C)cc1,2.17,164.2
CCOC(=O)COC(=O)c1ccccc1C(=O)OCC,1.58,280.28
CCOC(=O)c1ccc(OCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,-1.0,355.39
CCOC(=O)CC1(C)OCC(C)O1,1.09,188.22
CCOC(=O)COc1cc(-n2ncc(C(F)(F)F)c(C)c2=O)c(F)cc1Cl,3.29,408.74
CCOC(=O)OCC,1.18,118.13
C/C=C(\C)C(=O)OCC/C=C\CC,2.85,182.26
CC/C=C\CCOC(=O)C(C)C,2.54,170.25
O=C(OCc1ccccc1)C(=O)OCc1ccccc1,2.47,270.28
C=C(C)C(=O)OCC1CCCO1,1.28,170.21
CCCCOC(=O)C(=O)OCCCC,1.67,202.25
CCCCOC(=O)c1ccccc1,2.64,178.23
CCCCCCOC(=O)C(C)CC,3.16,186.3
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,7.5,418.62
C=C(C)C(=O)OCCOC(=O)C(=C)C,1.22,198.22
O=C(OCCOCCOCCOC(=O)c1ccccc1)c1ccccc1,2.73,358.39
C=C(C)C(=O)OCCOP(=O)(O)OCCOC(=O)C(=C)C,1.36,322.25
O=C/C=C/c1ccco1,1.49,122.12
Cc1c(N=C=O)cccc1N=C=O,1.93,174.16
O=C=NCC1CCCC(CN=C=O)C1,1.46,194.23
CSc1nnc(C(C)(C)C)c(=O)n1N,0.37,214.29
CC1CC(C)C(=O)C1=O,0.8,126.15
CC1=CC(=O)CC(C)(C)C1=O,1.5,152.19
O=C1C=CC(=O)O1,-0.37,98.06
CCCCCc1cccc(=O)o1,2.37,166.22
O=C1C=CCCC1,1.3,96.13
O=C1CCC(=O)N1Cl,0.29,133.53
O=C1CCC(=O)O1,-0.15,100.07
CC1CCC(=O)O1,0.71,100.12
CCC1CCC(=O)O1,1.1,114.14
CCCCCC1CCC(=O)O1,2.27,156.22
CCCCCCC1CCC(=O)O1,2.66,170.25
CCCCCC1CCCC(=O)O1,2.66,170.25
